M_H,T_eff,log_g,z,Y,i,r
00,2400,g00,3387021438652.9346,6323470952427.8,971309145363.2383,145271187042.3459
00,2400,g05,4431374519234.06,7991413436482.47,1337798433974.2485,217178895847.72256
00,2400,g10,5564838957416.386,9454493635349.916,1914697439630.9868,340210516119.34125
00,2400,g15,6620126944610.735,10632973804275.031,2465626441067.369,455991908843.82916
00,2400,g20,7132070525239.914,11277224282853.414,2692836258200.2153,487507764304.24915
00,2400,g25,5236050198982.033,8139341530239.997,1989964717585.1592,359638450590.27045
00,2400,g30,7030290113946.908,11106610041159.615,2542273028845.902,416326547626.40485
00,2400,g35,7514056329749.27,12259709324846.686,2459661331857.479,346156395229.5156
00,2400,g40,7441688812867.155,12257335335023.965,2276604880883.3853,301291013484.3103
00,2400,g45,8402130396267.198,13303181097946.994,2616143576839.6772,334108979834.3446
00,2400,g50,9701816397364.984,14467784306548.22,3097401656979.8633,382561620005.7614
00,2400,g55,10472692486852.875,14629049697811.7,3333078967799.254,412278770778.0934
00,2400,g60,10723421680029.072,14130066498318.066,3243962104987.97,383370771082.8172
00,24000,g15,3870119182438193.5,2931451601325684.5,6739952606465435.0,1.3693460397925526e+16
00,24000,g20,4480107323280284.0,3371647526436371.5,7912278817012491.0,1.6379641016458116e+16
00,24000,g25,4809432823945251.0,3614408453310161.0,8548747179026579.0,1.7839230466402056e+16
00,24000,g30,4974438344959186.0,3735603145497930.0,8897460674781309.0,1.8678029967791956e+16
00,24000,g35,4640143020302321.0,3495613705654719.0,8291283129518785.0,1.7377048592166052e+16
00,24000,g40,4238673056307022.0,3203534023480360.5,7589262832626841.0,1.591476666970191e+16
00,24000,g45,4470197876019424.5,3384844011645081.0,8043859224049517.0,1.6872862265970582e+16
00,2500,g00,3967410945267.435,7294778064608.06,1191545633049.259,189239125403.79187
00,2500,g05,5380153741258.423,9638272239865.566,1670082318895.2004,284227524553.108
00,2500,g10,6773056289166.959,11416532790870.674,2408412872168.728,451299999061.388
00,2500,g15,8294957314700.156,13119645275477.488,3216352863426.132,624719322287.178
00,2500,g20,9363071538008.781,14232224195758.613,3778641478046.889,726845758451.6643
00,2500,g25,6693484664305.093,9887182668182.033,2812862097672.936,528524075621.11334
00,2500,g30,8858162436129.922,13129856331665.283,3667420721883.946,660204057842.6997
00,2500,g35,10117647063267.537,15435003651661.37,3866998013754.049,607468860299.5188
00,2500,g40,9849003009488.996,15120534661605.477,3595655309641.3584,541511766926.7295
00,2500,g45,11343896394505.32,16795707620656.666,4206718545200.13,562172977524.293
00,2500,g50,12192202812801.973,17325472077896.8,4496574474915.77,565795864064.7549
00,2500,g55,13636035295941.617,18281404026761.535,4977040142748.106,579949477159.594
00,2500,g60,13878738724104.889,17568416783018.32,4861011480733.393,555517043317.9154
00,25000,g15,4399179237388533.5,3332371421518122.0,7672938460702894.0,1.5589764017722782e+16
00,25000,g20,5010659274914252.0,3768698793605224.5,8876716299566855.0,1.8397189570655612e+16
00,25000,g25,5248664076906902.0,3939311825135968.5,9369750554505232.0,1.9590401975996748e+16
00,25000,g30,5375422451549332.0,4027773124228606.5,9671266225448190.0,2.040478263802631e+16
00,25000,g35,4924334563193147.0,3701570132989689.5,8861789091260027.0,1.873873826113913e+16
00,25000,g40,4526025845133667.0,3414093837401635.0,8178383013114694.0,1.7348785572611218e+16
00,25000,g45,4648489533691059.0,3517135332067784.0,8451197781045494.0,1.7972236775715238e+16
00,2600,g00,4637328508568.624,8388625971863.524,1438474478339.992,229196982759.73474
00,2600,g05,6426299065437.239,11316733251215.781,2050078222532.1267,343172894712.99365
00,2600,g10,7993996764789.331,13516688559810.092,2754577818982.1636,490424963843.95337
00,2600,g15,9832699931032.053,15709592217459.596,3847076860134.69,728530849265.5232
00,2600,g20,11654642699532.262,17297581721322.693,4933927508229.909,959696157802.3434
00,2600,g25,8188053130006.156,11416053182945.943,3875681142650.9434,849819609264.5632
00,2600,g30,11541844695715.89,16407941191470.844,5228358258164.175,1021970131295.9683
00,2600,g35,13633470095121.367,18870458724372.18,6364919671815.69,1182002774757.3174
00,2600,g40,13396697487492.53,18978694651771.04,5846648877555.134,1018801277806.2454
00,2600,g45,13771730179829.049,19183911616456.79,5920745343828.662,963561720116.2725
00,2600,g50,15339879904517.379,20375893929605.848,6775095017102.511,991885264120.4989
00,2600,g55,17092805304368.582,21815571077998.594,7284691666249.479,927263271586.3695
00,2600,g60,17454306289802.645,21282360854294.203,6889176274952.1455,776550775325.3655
00,26000,g20,5274845358185895.0,3965868177297761.0,9367119951306148.0,1.9419567907097616e+16
00,26000,g25,5553225339456705.0,4163351690023483.0,9948407307562158.0,2.08464217641767e+16
00,26000,g30,5694304970393722.0,4260641022713049.0,1.0285471595789588e+16,2.17621706881783e+16
00,26000,g35,5314283644470403.0,3985642223324476.5,9611758823698434.0,2.036766027772417e+16
00,26000,g40,4827589912066153.0,3631953437430541.5,8766040970106925.0,1.865666386459797e+16
00,26000,g45,5046955688314647.0,3804542487894885.0,9221460710843448.0,1.9654390364605068e+16
00,2700,g00,5598770214425.23,9895078441581.285,1785170481205.3267,294083721962.7743
00,2700,g05,7628051975965.505,12980715226728.102,2588878640929.984,450224138122.064
00,2700,g10,9834749236847.055,16123902789017.371,3609824000086.05,652253944456.3512
00,2700,g15,12026552396261.564,18723498074720.734,4832263044989.702,918746922546.5692
00,2700,g20,13607264779036.338,19707569036803.902,6114883413785.211,1264972821783.9153
00,2700,g25,15737364104438.44,21439166700637.164,7959965845519.515,1784081007507.9666
00,2700,g30,16593355072339.146,22017666635208.152,8606319885184.762,1917339295779.085
00,2700,g35,16709935075300.357,21951386722611.477,8682601068826.047,1875179940848.9846
00,2700,g40,17387448071685.49,22689838359317.37,9097143484371.707,1869385821284.2441
00,2700,g45,17783287812735.555,22906528309403.855,9211145520468.826,1673845603177.4175
00,2700,g50,18371472728769.098,23039918604422.95,9447503583366.035,1615889336184.7424
00,2700,g55,18246734444778.496,22400096956305.27,9058540329894.775,1327345266340.8643
00,2700,g60,19028755084145.78,22212757246254.53,9424089008495.686,1205126637010.4512
00,27000,g20,5544317837724252.0,4168321535030631.5,9862317866757902.0,2.043472718280597e+16
00,27000,g25,5870329542591240.0,4397638746438648.5,1.0547861991992226e+16,2.214308125574907e+16
00,27000,g30,6047250032102068.0,4519644380890522.0,1.0958992845979766e+16,2.3231053946006332e+16
00,27000,g35,5632768085172351.0,4217587528133472.5,1.022465386492443e+16,2.1711460862523904e+16
00,27000,g40,5187781563292488.0,3892717489743135.5,9458921289510558.0,2.0154099550442864e+16
00,27000,g45,5352488367793548.0,4024087344811549.5,9815611750067110.0,2.0974225598975784e+16
00,2800,g00,6647172894187.069,11305987386399.223,2303782102471.1265,410899386069.6107
00,2800,g05,8986348215175.654,14728672583699.32,3322815310963.165,627156885764.9955
00,2800,g10,11578302687947.387,18126247424305.48,4669362480324.232,918324177258.9972
00,2800,g15,14531939246528.09,21507180302485.69,6369653373626.38,1312123903598.0564
00,2800,g20,15977781513352.283,22865897169449.992,7360892015865.508,1544360101875.088
00,2800,g25,19574261627122.004,25594202239382.125,10439229130691.871,2451242911785.016
00,2800,g30,20480596542523.754,26145744286851.15,11430148767905.424,2786230548406.9385
00,2800,g35,20632229751542.51,25831002301857.645,11869080781268.15,2889920350905.392
00,2800,g40,21773085030469.438,26841184710610.105,12749714422297.338,2988513989724.673
00,2800,g45,21908380302416.223,26644261061592.137,12794096175729.467,2765313036541.044
00,2800,g50,22572618216302.137,27022542159619.19,13091091549979.707,2627464561271.3076
00,2800,g55,22485838893096.766,26413406216542.55,12675568578115.697,2278818321141.409
00,2800,g60,23533185054506.082,26352360920866.008,12995233882798.617,2069077349965.7507
00,28000,g20,5787155768174389.0,4350732208159015.5,1.0310929119356252e+16,2.1358310533100416e+16
00,28000,g25,6186305608528884.0,4630918656841995.0,1.1144759515368396e+16,2.3418637689205876e+16
00,28000,g30,6386812730330784.0,4767936233891963.0,1.160964659746099e+16,2.4653605834070324e+16
00,28000,g35,6033740502810235.0,4509816682899796.0,1.0993995345501062e+16,2.338790895360322e+16
00,28000,g40,5506437572584184.0,4122940017635109.5,1.0079424794612434e+16,2.153721693170854e+16
00,28000,g45,5769948840639279.0,4325234323933457.5,1.0621890162666398e+16,2.2745291140544452e+16
00,2900,g00,8024914411409.467,13286174441632.535,2948992570635.595,533134694649.4247
00,2900,g05,10663358468816.639,16991922553984.02,4143098039456.985,792309462836.773
00,2900,g10,13482101047649.828,20691595255837.168,5625438949535.395,1116066140576.1572
00,2900,g15,16672559824477.086,24524325680853.035,7438205147506.895,1522877875894.5051
00,2900,g20,18637346443369.965,26539602431020.0,8775560600643.318,1806190161814.0806
00,2900,g25,23729328999730.383,30244115138952.453,13422331536454.951,3224323271912.6597
00,2900,g30,24544673557009.105,30302089060663.426,14632419241302.322,3832670147593.284
00,2900,g35,25529307717209.51,30570843489112.37,16010754396432.438,4434475596118.469
00,2900,g40,26805290702035.19,31353215593301.816,17327375679788.484,4744158737949.433
00,2900,g45,26744789838353.9,31088621356665.89,17347664419099.326,4474548926466.089
00,2900,g50,27561128134358.027,31492233241195.05,17674183995872.242,4404142414292.203
00,2900,g55,27359585465366.805,30704635542283.293,17164187965197.525,3815234242873.7183
00,2900,g60,28540987721611.85,30791962941977.49,17757904199996.246,3548403389356.6416
00,29000,g20,6055895523654092.0,4556095825172567.0,1.0793096062540884e+16,2.2320233048816196e+16
00,29000,g25,6515306974392635.0,4872062542708350.0,1.1772984691632148e+16,2.4780505262308452e+16
00,29000,g30,6760323666767324.0,5038978249088210.0,1.233457812446269e+16,2.6279287522154948e+16
00,29000,g35,6357406372298397.0,4743037023173943.0,1.1634440737776636e+16,2.488572747727089e+16
00,29000,g40,5856193653021242.0,4375180241927315.5,1.0770826984783598e+16,2.313083452520993e+16
00,29000,g45,6079622109756635.0,4547989537800520.0,1.124552785321359e+16,2.423716622429533e+16
00,3000,g00,10161409884112.723,16079133967414.746,4017607755640.2,693985741485.3795
00,3000,g05,12871337542392.912,19891117672326.805,5302904746921.814,983382118909.0503
00,3000,g10,15955624770566.031,23783284478935.523,6900741954311.086,1328033465493.351
00,3000,g15,19363643152015.137,27985969704510.86,8910522311923.678,1742844864438.579
00,3000,g20,22209198455871.758,30719462781393.227,10872722341757.305,2136467938621.1675
00,3000,g25,27451235125384.957,34105545154418.434,16438367603920.18,4057669578334.5444
00,3000,g30,29003490131864.68,34673339888330.04,18471695127501.1,4948235262055.976
00,3000,g35,30803546856304.85,35508072956046.63,20700702450302.547,6261483465976.836
00,3000,g40,31868463420328.637,35977350571604.42,22035293382962.4,6856279425768.176
00,3000,g45,32148360277108.812,35843096963120.65,22341695026741.074,6820826073436.214
00,3000,g50,33068494003952.28,36189438477308.36,23122767055664.934,6844602123672.546
00,3000,g55,32629219097881.45,35262881041566.96,22447322452391.156,6103818521030.271
00,3000,g60,34138160124370.715,35689808186428.305,23295007464924.227,5791660827137.563
00,30000,g20,6268025073578214.0,4715860859303387.0,1.118203587809674e+16,2.3123438998497304e+16
00,30000,g25,6816600039518630.0,5095697239228423.0,1.234017621615357e+16,2.597170294781842e+16
00,30000,g30,7100947607244160.0,5288435910774513.0,1.2985321728580828e+16,2.7686583751197092e+16
00,30000,g35,6763320217164498.0,5038756563151375.0,1.2412274711780724e+16,2.657912164130906e+16
00,30000,g40,6181358152048494.0,4609799368943829.0,1.1403832129723e+16,2.454644016772675e+16
00,30000,g45,6501936154031103.0,4852117434526518.0,1.2062367735067076e+16,2.6039297745011812e+16
00,3100,g00,13328567750661.197,19808821571196.184,5823860886004.541,908788592649.9169
00,3100,g05,16010468089042.217,23610204436332.484,7058190724479.644,1198090859276.2495
00,3100,g10,19133380667733.38,27726926615060.883,8768603453129.828,1540864487205.1216
00,3100,g15,23052652689633.992,31704798131272.773,11354734338292.574,2164456892160.1614
00,3100,g20,26141334381586.01,34952850075213.168,13719700643389.424,2660577541074.242
00,3100,g25,30406852349938.914,37400056142713.22,18722171855533.934,4569132279836.29
00,3100,g30,33733419271538.805,39424908316217.66,22460916775606.36,6266487274371.504
00,3100,g35,36068300160303.67,40189493630541.945,25885821704430.54,8707372345213.051
00,3100,g40,37352870760931.26,40779243412925.14,27572549130042.418,9956095945189.764
00,3100,g45,38208345081574.086,41046726506540.12,28770765805719.29,10650602468056.639
00,3100,g50,38824987264380.18,41126703836132.28,29444862442707.84,10605238251514.912
00,3100,g55,39671137372523.72,41292332393928.12,30053375475047.188,10404723920540.96
00,3100,g60,40057684439356.13,40892195800218.91,29840390076991.562,9296847226160.387
00,31000,g25,7144947611734785.0,5340334038268895.0,1.295356634703544e+16,2.723967987407251e+16
00,31000,g30,7505032689423245.0,5584638827674098.0,1.3755939536419614e+16,2.933123684148701e+16
00,31000,g35,7144944468639959.0,5314574919187114.0,1.3160368174851742e+16,2.827216768471553e+16
00,31000,g40,6578611402260250.0,4896324798765333.0,1.2184450949144712e+16,2.6304458147064068e+16
00,31000,g45,6876690883182370.0,5121393111036051.0,1.2813298776912128e+16,2.7788928238521228e+16
00,3200,g00,18470682696933.574,24325720293833.805,9809359427198.549,1598417237122.7622
00,3200,g05,21028011733296.438,28267754384408.6,10884291920314.88,1873191293531.7637
00,3200,g10,23726977425312.96,32005106849281.285,12305972246022.45,2197145956399.3057
00,3200,g15,27773382208971.36,35898366080059.05,15292767459538.379,2962667700172.67
00,3200,g20,30643925187627.297,39179352981901.53,17404701775025.764,3550933823734.744
00,3200,g25,34672925712438.41,41291603162007.61,22687618596010.59,5630235698044.231
00,3200,g30,38643714732376.516,44109653638491.2,26722060502920.312,7678742232612.007
00,3200,g35,41693600063751.36,45432799389009.14,31483913274254.32,11170091094197.176
00,3200,g40,43495852531944.23,46306435139343.97,33923563740587.94,13329504827301.799
00,3200,g45,44598414552697.97,46548336494324.25,35548620060203.54,14645601581640.322
00,3200,g50,45230548671040.48,46771756226336.2,36299754188288.01,15031752053484.928
00,3200,g55,46013050487776.05,46868184473947.03,37336724385620.66,14965321549389.066
00,3200,g60,46502329318900.73,46565396958272.664,37007672810292.766,13655565185330.336
00,32000,g25,7397700806423554.0,5528930684034181.0,1.3425170304981342e+16,2.822191912542084e+16
00,32000,g30,7800961257705731.0,5802506572438294.0,1.431897234080088e+16,3.0528653988775184e+16
00,32000,g35,7543977847370334.0,5605046144653457.0,1.392519171114134e+16,2.9935633620006924e+16
00,32000,g40,6901413441893290.0,5129039277823848.0,1.2812743803556052e+16,2.7705859367424376e+16
00,32000,g45,7294303046266774.0,5421549969660282.0,1.362229978573418e+16,2.958344294306742e+16
00,3300,g00,24657085601194.21,28967122482907.348,15570229711560.174,2657971789170.325
00,3300,g05,27490174580347.387,33685695398715.543,16514409798297.701,2888992970628.319
00,3300,g10,29952011673634.812,37475483912852.695,17564559881375.707,3140433471579.722
00,3300,g15,33895057921217.06,41305096074975.14,20589622380901.25,4084219236000.35
00,3300,g20,36316748848415.72,44142704034154.62,22426853266852.773,4653436649704.874
00,3300,g25,40203114077419.38,46070970626571.26,27691777462537.824,7386378504565.942
00,3300,g30,43984110404199.61,48969638137317.9,32042697774320.09,9506977809861.438
00,3300,g35,48050384371734.76,50990449280056.15,38057602869766.7,14625190419363.396
00,3300,g40,49995181571008.91,51885958364576.07,41040029976943.27,17509496697171.955
00,3300,g45,50918042743808.914,52146925206660.414,42885600818095.1,19585953863882.45
00,3300,g50,51940087668303.875,52619845602435.5,44194547945431.266,20710399974001.305
00,3300,g55,52882155354086.43,52782342256806.05,45091407220485.836,20974765235220.58
00,3300,g60,53402972118126.055,52536653609281.766,45570405642642.67,19698128605489.918
00,33000,g25,7637802611078239.0,5708863040150194.0,1.3866839426531754e+16,2.9132366539328664e+16
00,33000,g30,8155943479222382.0,6064813453292459.0,1.4988173364774622e+16,3.1925272867467504e+16
00,33000,g35,7952422358051464.0,5903043551039785.0,1.4704942320837624e+16,3.161154502284548e+16
00,33000,g40,7299216968055560.0,5416923455253727.0,1.3572187306059494e+16,2.9333713227783812e+16
00,33000,g45,7728997735572147.0,5734531462549434.0,1.4458841278713716e+16,3.141810643626624e+16
